OrderID,CustomerID,ProductID,RegionID,OrderDate,Quantity,UnitPrice,Discount,Channel,OrderStatus,Revenue,Profit
O0527,C002,P012,R01,2023-07-17,4,13999,0.07,Retail Store,Delivered,52076.28,22316.28
O0607,C035,P013,R03,2023-07-18,2,3499,0.12,Wholesale,Delivered,6158.24,2990.24
O0840,C002,P012,R01,2023-07-18,8,13999,0.14,Wholesale,Pending,96313.12,41273.12
O0070,C020,P015,R02,2023-07-23,4,6999,0.02,Retail Store,Pending,27436.08,13716.08
O0092,C025,P026,R05,2023-07-23,4,3299,0.09,Online,Delivered,12008.36,5456.36
O0284,C024,P010,R06,2023-07-23,1,65999,0.07,Direct Sales,Delivered,61379.07,20459.07
O0944,C021,P027,R05,2023-07-23,2,43999,0.1,Wholesale,Delivered,79198.2,28798.2
O0224,C027,P011,R07,2023-07-24,1,7999,0.07,Retail Store,Returned,7439.07,3254.07
O0506,C019,P031,R01,2023-07-24,3,699,0.05,Online,Returned,1992.15,994.65
O0597,C021,P014,R05,2023-07-25,5,1799,0.06,Retail Store,Returned,8455.3,4225.3
O0300,C031,P014,R09,2023-07-26,5,1799,0.15,Wholesale,Delivered,7645.75,3820.75
O0565,C017,P034,R03,2023-07-26,5,799,0.13,Wholesale,Delivered,3475.65,1735.65
O0319,C004,P033,R03,2023-07-27,9,2999,0.03,Retail Store,Pending,26181.27,13086.27
O0693,C014,P015,R01,2023-07-27,6,6999,0.07,Retail Store,Delivered,39054.42,19524.42
O0194,C004,P001,R03,2023-07-29,3,89999,0.15,Wholesale,Delivered,229497.45,71397.45
O0397,C001,P014,R03,2023-07-30,2,1799,0.14,Wholesale,Cancelled,3094.28,1546.28
O0850,C034,P009,R01,2023-07-30,9,52999,0.08,Online,Delivered,438831.72,124191.72
O0873,C029,P013,R08,2023-07-30,5,3499,0.11,Wholesale,Pending,15570.55,7560.55
O0980,C024,P012,R06,2023-07-30,6,13999,0.09,Online,Delivered,76434.54,32754.54
O0080,C027,P004,R07,2023-07-31,10,29999,0.06,Direct Sales,Returned,281990.6,112790.6
O0855,C033,P007,R10,2023-07-31,5,89999,0.12,Wholesale,Delivered,395995.6,153995.6
O0293,C009,P034,R03,2023-08-01,8,799,0.15,Wholesale,Cancelled,5433.2,2713.2
O0566,C003,P032,R02,2023-08-01,1,1599,0.06,Direct Sales,Delivered,1503.06,751.06
O0757,C005,P001,R01,2023-08-02,2,89999,0.1,Direct Sales,Pending,161998.2,50398.2
O0843,C035,P002,R03,2023-08-02,6,119999,0.14,Wholesale,Delivered,619194.84,180594.84
O0867,C005,P022,R01,2023-08-02,7,110,0.09,Direct Sales,Cancelled,700.7,318.5
O0412,C008,P016,R02,2023-08-03,10,2199,0.14,Wholesale,Returned,18911.4,9451.4
O0550,C029,P018,R08,2023-08-03,3,2499,0.05,Retail Store,Pending,7122.15,3702.15
O0620,C001,P005,R03,2023-08-04,7,24999,0.07,Retail Store,Delivered,162743.49,71603.49
O0631,C006,P020,R01,2023-08-04,9,299,0.1,Wholesale,Delivered,2421.9,1125.9
O0655,C031,P031,R09,2023-08-04,7,699,0.06,Retail Store,Delivered,4599.42,2296.42
O0013,C018,P005,R04,2023-08-05,8,24999,0.1,Wholesale,Pending,179992.8,79192.8
O0025,C034,P028,R01,2023-08-05,7,1099,0.06,Retail Store,Returned,7231.42,3283.42
O0653,C033,P018,R10,2023-08-05,6,2499,0.03,Retail Store,Cancelled,14544.18,7560.18
O0045,C005,P035,R01,2023-08-07,6,1799,0.1,Wholesale,Delivered,9714.6,4854.6
O0930,C009,P021,R03,2023-08-07,6,149,0.09,Online,Delivered,813.54,376.74
O0768,C020,P015,R02,2023-08-08,5,6999,0.09,Wholesale,Cancelled,31845.45,15920.45
O0847,C029,P020,R08,2023-08-10,6,299,0.1,Wholesale,Delivered,1614.6,750.6
O0352,C010,P001,R02,2023-08-12,10,89999,0.06,Direct Sales,Returned,845990.6,263190.6
O0152,C015,P023,R04,2023-08-13,3,329,0.06,Retail Store,Returned,927.78,420.18
O0482,C035,P004,R03,2023-08-13,3,29999,0.06,Direct Sales,Delivered,84597.18,33837.18
O0904,C029,P023,R08,2023-08-13,1,329,0.11,Wholesale,Delivered,292.81,132.61
O0628,C011,P035,R03,2023-08-14,9,1799,0.06,Retail Store,Delivered,15219.54,7605.54
O0950,C011,P022,R03,2023-08-14,10,110,0.13,Wholesale,Delivered,957.0,435.0
O0632,C011,P012,R03,2023-08-15,3,13999,0.1,Wholesale,Returned,37797.3,16197.3
O0057,C003,P031,R02,2023-08-16,8,699,0.07,Retail Store,Delivered,5200.56,2596.56
O0227,C028,P006,R08,2023-08-16,1,1499,0.09,Direct Sales,Pending,1364.09,636.09
O0544,C022,P006,R05,2023-08-16,5,1499,0.1,Wholesale,Pending,6745.5,3145.5
O0776,C033,P006,R10,2023-08-16,7,1499,0.06,Direct Sales,Delivered,9863.42,4599.42
O0058,C020,P015,R02,2023-08-17,7,6999,0.09,Online,Delivered,44583.63,22288.63
O0327,C034,P009,R01,2023-08-17,5,52999,0.1,Online,Pending,238495.5,67495.5
O0586,C024,P004,R06,2023-08-17,10,29999,0.06,Direct Sales,Cancelled,281990.6,112790.6
O0651,C017,P025,R03,2023-08-17,6,7999,0.06,Direct Sales,Pending,45114.36,19734.36
O0408,C003,P018,R02,2023-08-19,8,2499,0.1,Wholesale,Cancelled,17992.8,9352.8
O0218,C032,P013,R10,2023-08-20,5,3499,0.03,Retail Store,Delivered,16970.15,8240.15
O0713,C011,P022,R03,2023-08-22,5,110,0.11,Wholesale,Returned,489.5,222.5
O0116,C019,P003,R01,2023-08-26,8,64999,0.13,Wholesale,Delivered,452393.04,118313.04
O0395,C028,P030,R08,2023-08-26,3,2199,0.08,Direct Sales,Returned,6069.24,2757.24
O0861,C030,P031,R09,2023-08-26,10,699,0.03,Retail Store,Delivered,6780.3,3385.3
O0745,C009,P032,R03,2023-08-27,6,1599,0.15,Wholesale,Pending,8154.9,4074.9
O0222,C019,P029,R01,2023-08-28,8,2599,0.04,Retail Store,Delivered,19960.32,9208.32
O0464,C029,P018,R08,2023-08-28,3,2499,0.11,Online,Cancelled,6672.33,3468.33
O0897,C031,P035,R09,2023-08-28,7,1799,0.08,Direct Sales,Pending,11585.56,5789.56
O0142,C003,P005,R02,2023-08-29,2,24999,0.15,Wholesale,Pending,42498.3,18698.3
O0251,C009,P005,R03,2023-08-30,10,24999,0.11,Wholesale,Delivered,222491.1,97891.1
O0883,C001,P032,R03,2023-08-31,9,1599,0.11,Wholesale,Cancelled,12807.99,6399.99
O0945,C015,P007,R04,2023-08-31,7,89999,0.09,Direct Sales,Delivered,573293.63,222943.63
O0866,C026,P027,R07,2023-09-02,8,43999,0.05,Retail Store,Pending,334392.4,121592.4
O0343,C014,P026,R01,2023-09-03,7,3299,0.14,Wholesale,Pending,19859.98,9023.98
O0023,C016,P004,R02,2023-09-04,8,29999,0.06,Online,Delivered,225592.48,90232.48
O0278,C033,P030,R10,2023-09-04,1,2199,0.06,Retail Store,Delivered,2067.06,939.06
O0330,C027,P002,R07,2023-09-04,10,119999,0.02,Retail Store,Delivered,1175990.2,342990.2
O0274,C007,P021,R02,2023-09-05,8,149,0.05,Direct Sales,Delivered,1132.4,524.4
O0301,C007,P016,R02,2023-09-06,9,2199,0.09,Online,Delivered,18009.81,9000.81
O0339,C009,P025,R03,2023-09-06,2,7999,0.1,Wholesale,Pending,14398.2,6298.2
O0780,C034,P016,R01,2023-09-06,7,2199,0.07,Online,Delivered,14315.49,7154.49
O0200,C028,P007,R08,2023-09-07,9,89999,0.08,Direct Sales,Delivered,745191.72,289791.72
O0394,C007,P011,R02,2023-09-07,6,7999,0.05,Retail Store,Cancelled,45594.3,19944.3
O0932,C011,P029,R03,2023-09-07,10,2599,0.06,Online,Pending,24430.6,11270.6
O0331,C029,P004,R08,2023-09-08,4,29999,0.07,Online,Cancelled,111596.28,44636.28
O0793,C002,P003,R01,2023-09-11,7,64999,0.11,Wholesale,Returned,404943.77,105903.77
O0312,C031,P021,R09,2023-09-12,4,149,0.07,Online,Pending,554.28,256.68
O0941,C014,P028,R01,2023-09-15,8,1099,0.13,Wholesale,Delivered,7649.04,3473.04
O0238,C025,P024,R05,2023-09-17,2,175,0.07,Online,Delivered,325.5,158.1
O0907,C008,P012,R02,2023-09-17,2,13999,0.12,Wholesale,Returned,24638.24,10558.24
O0667,C028,P009,R08,2023-09-18,2,52999,0.09,Direct Sales,Delivered,96458.18,27298.18
O0838,C013,P019,R02,2023-09-18,9,599,0.07,Online,Cancelled,5013.63,2084.13
O0449,C024,P011,R06,2023-09-19,2,7999,0.1,Online,Delivered,14398.2,6298.2
O0496,C005,P023,R01,2023-09-20,1,329,0.09,Online,Pending,299.39,135.59
O0568,C005,P007,R01,2023-09-20,5,89999,0.05,Retail Store,Delivered,427495.25,166245.25
O0668,C035,P027,R03,2023-09-21,1,43999,0.02,Retail Store,Cancelled,43119.02,15679.02
O0099,C014,P023,R01,2023-09-22,10,329,0.11,Wholesale,Returned,2928.1,1326.1
O0540,C032,P019,R10,2023-09-23,1,599,0.06,Direct Sales,Cancelled,563.06,234.06
O0545,C022,P024,R05,2023-09-24,2,175,0.12,Wholesale,Pending,308.0,149.6
O0500,C002,P021,R01,2023-09-25,3,149,0.05,Online,Pending,424.65,196.65
O0538,C021,P018,R05,2023-09-25,9,2499,0.1,Wholesale,Delivered,20241.9,10521.9
O0684,C026,P001,R07,2023-09-25,2,89999,0.04,Retail Store,Cancelled,172798.08,53758.08
O0439,C005,P001,R01,2023-09-26,1,89999,0.02,Retail Store,Pending,88199.02,27439.02
O0718,C006,P007,R01,2023-09-26,7,89999,0.03,Retail Store,Delivered,611093.21,237643.21
O0280,C028,P009,R08,2023-09-28,6,52999,0.14,Wholesale,Delivered,273474.84,77394.84
O0014,C030,P010,R09,2023-09-29,9,65999,0.03,Retail Store,Cancelled,576171.27,192051.27
O0043,C021,P016,R05,2023-09-29,5,2199,0.05,Direct Sales,Pending,10445.25,5220.25
O0289,C002,P031,R01,2023-09-29,10,699,0.06,Retail Store,Pending,6570.6,3280.6
O0134,C022,P033,R05,2023-10-01,5,2999,0.07,Online,Cancelled,13945.35,6970.35
O0356,C017,P023,R03,2023-10-01,7,329,0.04,Direct Sales,Pending,2210.88,1001.28
O0446,C024,P009,R06,2023-10-03,1,52999,0.1,Online,Delivered,47699.1,13499.1
O0807,C027,P001,R07,2023-10-04,4,89999,0.05,Direct Sales,Delivered,341996.2,106396.2
O0948,C013,P023,R02,2023-10-04,1,329,0.04,Retail Store,Returned,315.84,143.04
O0104,C023,P030,R06,2023-10-05,2,2199,0.11,Wholesale,Returned,3914.22,1778.22
O0714,C018,P026,R04,2023-10-05,6,3299,0.09,Direct Sales,Returned,18012.54,8184.54
O0721,C030,P035,R09,2023-10-06,9,1799,0.05,Direct Sales,Delivered,15381.45,7686.45
O0846,C021,P003,R05,2023-10-06,4,64999,0.05,Direct Sales,Delivered,246996.2,64596.2
O0001,C008,P002,R02,2023-10-09,2,119999,0.03,Retail Store,Returned,232798.06,67898.06
O0206,C029,P020,R08,2023-10-09,2,299,0.07,Online,Delivered,556.14,258.54
O0249,C023,P028,R06,2023-10-09,7,1099,0.05,Online,Delivered,7308.35,3318.35
O0334,C027,P020,R07,2023-10-09,10,299,0.08,Online,Returned,2750.8,1278.8
O0354,C002,P034,R01,2023-10-09,7,799,0.09,Wholesale,Delivered,5089.63,2541.63
O0329,C023,P010,R06,2023-10-10,2,65999,0.08,Retail Store,Delivered,121438.16,40478.16
O0050,C006,P028,R01,2023-10-11,3,1099,0.05,Online,Returned,3132.15,1422.15
O0169,C010,P001,R02,2023-10-11,9,89999,0.08,Retail Store,Delivered,745191.72,231831.72
O0005,C028,P022,R08,2023-10-12,6,110,0.03,Retail Store,Delivered,640.2,291.0
O0123,C034,P029,R01,2023-10-12,7,2599,0.08,Retail Store,Returned,16737.56,7721.56
O0987,C034,P015,R01,2023-10-12,9,6999,0.02,Retail Store,Pending,61731.18,30861.18
O0059,C018,P005,R04,2023-10-13,7,24999,0.13,Wholesale,Returned,152243.91,66983.91
O0185,C024,P008,R06,2023-10-13,9,59999,0.07,Retail Store,Cancelled,502191.63,150651.63
O0952,C031,P030,R09,2023-10-13,4,2199,0.09,Online,Delivered,8004.36,3636.36
O0414,C023,P035,R06,2023-10-15,5,1799,0.04,Retail Store,Delivered,8635.2,4315.2
O0480,C015,P002,R04,2023-10-15,8,119999,0.1,Online,Cancelled,863992.8,251992.8
O0732,C012,P007,R01,2023-10-16,8,89999,0.1,Wholesale,Returned,647992.8,251992.8
O0876,C023,P008,R06,2023-10-16,10,59999,0.06,Online,Pending,563990.6,169190.6
O0617,C017,P035,R03,2023-10-17,6,1799,0.1,Online,Cancelled,9714.6,4854.6
O0069,C011,P006,R03,2023-10-18,4,1499,0.1,Wholesale,Returned,5396.4,2516.4
O0719,C015,P016,R04,2023-10-18,3,2199,0.08,Direct Sales,Cancelled,6069.24,3033.24
O0046,C016,P024,R02,2023-10-19,9,175,0.05,Retail Store,Returned,1496.25,726.75
O0307,C007,P022,R02,2023-10-19,9,110,0.1,Direct Sales,Cancelled,891.0,405.0
O0635,C016,P007,R02,2023-10-19,6,89999,0.1,Online,Pending,485994.6,188994.6
O0710,C035,P012,R03,2023-10-19,9,13999,0.11,Wholesale,Pending,112131.99,48051.99
O0230,C009,P003,R03,2023-10-21,3,64999,0.08,Direct Sales,Returned,179397.24,46917.24
O0853,C013,P013,R02,2023-10-21,8,3499,0.12,Wholesale,Returned,24632.96,11960.96
O0890,C019,P002,R01,2023-10-21,9,119999,0.04,Direct Sales,Delivered,1036791.36,302391.36
O0690,C017,P016,R03,2023-10-22,6,2199,0.07,Online,Delivered,12270.42,6132.42
O0404,C011,P032,R03,2023-10-23,8,1599,0.03,Retail Store,Cancelled,12408.24,6200.24
O0995,C012,P025,R01,2023-10-24,5,7999,0.04,Direct Sales,Cancelled,38395.2,16795.2
O0383,C014,P029,R01,2023-10-26,7,2599,0.1,Online,Returned,16373.7,7553.7
O0019,C022,P008,R05,2023-10-28,1,59999,0.05,Direct Sales,Returned,56999.05,17099.05
O0144,C021,P004,R05,2023-10-28,3,29999,0.11,Wholesale,Delivered,80097.33,32037.33
O0685,C005,P033,R01,2023-10-29,9,2999,0.15,Wholesale,Delivered,22942.35,11467.35
O0154,C009,P006,R03,2023-10-30,3,1499,0.13,Wholesale,Delivered,3912.39,1824.39
O0957,C009,P023,R03,2023-10-30,2,329,0.06,Retail Store,Delivered,618.52,280.12
O0271,C016,P026,R02,2023-11-01,1,3299,0.04,Direct Sales,Delivered,3167.04,1439.04
O0296,C020,P015,R02,2023-11-01,8,6999,0.13,Wholesale,Delivered,48713.04,24353.04
O0363,C026,P005,R07,2023-11-03,10,24999,0.05,Retail Store,Pending,237490.5,104490.5
O0258,C035,P019,R03,2023-11-04,3,599,0.06,Retail Store,Delivered,1689.18,702.18
O0357,C016,P015,R02,2023-11-04,1,6999,0.09,Online,Delivered,6369.09,3184.09
O0542,C023,P033,R06,2023-11-04,9,2999,0.07,Retail Store,Delivered,25101.63,12546.63
O0149,C017,P030,R03,2023-11-06,8,2199,0.08,Retail Store,Delivered,16184.64,7352.64
O0313,C018,P022,R04,2023-11-06,6,110,0.07,Online,Returned,613.8,279.0
O0333,C021,P016,R05,2023-11-06,9,2199,0.08,Retail Store,Delivered,18207.72,9099.72
O0161,C003,P003,R02,2023-11-08,4,64999,0.05,Direct Sales,Cancelled,246996.2,64596.2
O0053,C009,P003,R03,2023-11-12,1,64999,0.14,Wholesale,Delivered,55899.14,14619.14
O0344,C035,P023,R03,2023-11-12,8,329,0.11,Wholesale,Pending,2342.48,1060.88
O0153,C007,P003,R02,2023-11-13,6,64999,0.04,Direct Sales,Returned,374394.24,97914.24
O0261,C006,P005,R01,2023-11-13,8,24999,0.1,Direct Sales,Cancelled,179992.8,79192.8
O0444,C030,P004,R09,2023-11-13,3,29999,0.03,Retail Store,Returned,87297.09,34917.09
O0091,C008,P011,R02,2023-11-15,5,7999,0.08,Online,Cancelled,36795.4,16095.4
O0189,C011,P024,R03,2023-11-16,10,175,0.14,Wholesale,Cancelled,1505.0,731.0
O0859,C029,P023,R08,2023-11-16,9,329,0.14,Wholesale,Delivered,2546.46,1153.26
O0401,C006,P009,R01,2023-11-17,2,52999,0.06,Online,Delivered,99638.12,28198.12
O0039,C035,P004,R03,2023-11-18,8,29999,0.05,Online,Cancelled,227992.4,91192.4
O0691,C012,P031,R01,2023-11-18,10,699,0.1,Wholesale,Delivered,6291.0,3141.0
O0362,C003,P012,R02,2023-11-19,10,13999,0.11,Online,Delivered,124591.1,53391.1
O0463,C019,P017,R01,2023-11-19,6,5999,0.08,Direct Sales,Delivered,33114.48,15450.48
O0764,C029,P023,R08,2023-11-19,7,329,0.14,Wholesale,Returned,1980.58,896.98
O0242,C013,P003,R02,2023-11-20,9,64999,0.12,Wholesale,Pending,514792.08,134632.08
O0583,C032,P029,R10,2023-11-20,1,2599,0.11,Online,Delivered,2313.11,1067.11
O0699,C034,P030,R01,2023-11-20,4,2199,0.05,Online,Pending,8356.2,3796.2
O0706,C034,P035,R01,2023-11-20,9,1799,0.06,Direct Sales,Cancelled,15219.54,7605.54
O0229,C015,P002,R04,2023-11-23,6,119999,0.1,Online,Delivered,647994.6,188994.6
O0336,C025,P034,R05,2023-11-23,5,799,0.06,Direct Sales,Pending,3755.3,1875.3
O0345,C007,P031,R02,2023-11-24,7,699,0.04,Retail Store,Delivered,4697.28,2345.28
O0247,C035,P019,R03,2023-11-25,5,599,0.05,Online,Delivered,2845.25,1182.75
O0304,C013,P019,R02,2023-11-25,2,599,0.13,Wholesale,Returned,1042.26,433.26
O0731,C032,P013,R10,2023-11-25,9,3499,0.06,Online,Delivered,29601.54,14373.54
O0966,C014,P015,R01,2023-11-25,9,6999,0.14,Wholesale,Returned,54172.26,27082.26
O0136,C025,P030,R05,2023-11-26,4,2199,0.08,Retail Store,Cancelled,8092.32,3676.32
O0421,C032,P018,R10,2023-11-27,10,2499,0.11,Wholesale,Delivered,22241.1,11561.1
O0753,C010,P019,R02,2023-11-27,2,599,0.08,Direct Sales,Delivered,1102.16,458.16
O0929,C022,P026,R05,2023-11-29,10,3299,0.11,Online,Cancelled,29361.1,13341.1
O0065,C020,P027,R02,2023-12-01,9,43999,0.08,Direct Sales,Delivered,364311.72,132471.72
O0986,C023,P006,R06,2023-12-01,4,1499,0.09,Online,Cancelled,5456.36,2544.36
O0276,C016,P011,R02,2023-12-02,3,7999,0.1,Wholesale,Pending,21597.3,9447.3
O0141,C026,P006,R07,2023-12-03,8,1499,0.1,Direct Sales,Cancelled,10792.8,5032.8
O0571,C009,P011,R03,2023-12-03,10,7999,0.14,Wholesale,Delivered,68791.4,30091.4
O0125,C007,P011,R02,2023-12-04,5,7999,0.08,Direct Sales,Returned,36795.4,16095.4
O0378,C022,P025,R05,2023-12-04,10,7999,0.06,Direct Sales,Delivered,75190.6,32890.6
O0288,C002,P024,R01,2023-12-06,10,175,0.11,Online,Delivered,1557.5,756.5
O0388,C003,P026,R02,2023-12-06,2,3299,0.05,Direct Sales,Delivered,6268.1,2848.1
O0503,C004,P007,R03,2023-12-06,7,89999,0.08,Retail Store,Returned,579593.56,225393.56
O0983,C035,P033,R03,2023-12-06,5,2999,0.12,Wholesale,Cancelled,13195.6,6595.6
O0708,C007,P029,R02,2023-12-09,9,2599,0.11,Wholesale,Cancelled,20817.99,9603.99
O0489,C026,P007,R07,2023-12-11,3,89999,0.11,Wholesale,Returned,240297.33,93447.33
O0522,C024,P002,R06,2023-12-12,8,119999,0.11,Wholesale,Returned,854392.88,249192.88
O0556,C034,P034,R01,2023-12-12,3,799,0.09,Direct Sales,Delivered,2181.27,1089.27
O0591,C030,P013,R09,2023-12-13,1,3499,0.1,Online,Returned,3149.1,1529.1
O0984,C010,P029,R02,2023-12-13,1,2599,0.09,Online,Delivered,2365.09,1091.09
O0201,C026,P020,R07,2023-12-14,3,299,0.04,Retail Store,Delivered,861.12,400.32
O0245,C029,P025,R08,2023-12-14,8,7999,0.05,Retail Store,Delivered,60792.4,26592.4
O0572,C006,P024,R01,2023-12-17,7,175,0.03,Retail Store,Pending,1188.25,577.15
O0887,C020,P004,R02,2023-12-18,9,29999,0.08,Online,Pending,248391.72,99351.72
O0103,C031,P034,R09,2023-12-19,9,799,0.1,Direct Sales,Delivered,6471.9,3231.9
O0273,C021,P021,R05,2023-12-20,6,149,0.05,Direct Sales,Cancelled,849.3,393.3
O0390,C033,P010,R10,2023-12-20,5,65999,0.08,Online,Pending,303595.4,101195.4
O0683,C019,P023,R01,2023-12-22,4,329,0.1,Wholesale,Pending,1184.4,536.4
O0794,C011,P002,R03,2023-12-22,5,119999,0.11,Wholesale,Delivered,533995.55,155745.55
O0392,C034,P031,R01,2023-12-23,8,699,0.05,Direct Sales,Delivered,5312.4,2652.4
O0864,C011,P019,R03,2023-12-23,7,599,0.05,Retail Store,Returned,3983.35,1655.85
O0088,C035,P004,R03,2023-12-25,1,29999,0.06,Retail Store,Delivered,28199.06,11279.06
O0431,C011,P029,R03,2023-12-26,3,2599,0.06,Retail Store,Pending,7329.18,3381.18
O0400,C008,P023,R02,2023-12-27,5,329,0.08,Direct Sales,Cancelled,1513.4,685.4
O0888,C022,P027,R05,2023-12-28,1,43999,0.11,Wholesale,Returned,39159.11,14239.11
O0466,C008,P035,R02,2024-01-02,8,1799,0.05,Retail Store,Delivered,13672.4,6832.4
O0639,C030,P029,R09,2024-01-03,2,2599,0.12,Wholesale,Delivered,4574.24,2110.24
O0646,C010,P031,R02,2024-01-03,8,699,0.06,Online,Delivered,5256.48,2624.48
O0638,C028,P018,R08,2024-01-04,6,2499,0.06,Retail Store,Pending,14094.36,7326.36
O0528,C030,P004,R09,2024-01-05,8,29999,0.04,Retail Store,Cancelled,230392.32,92152.32
O0614,C022,P022,R05,2024-01-05,10,110,0.1,Wholesale,Cancelled,990.0,450.0
O0095,C007,P028,R02,2024-01-06,7,1099,0.08,Direct Sales,Delivered,7077.56,3213.56
O0670,C021,P027,R05,2024-01-06,10,43999,0.06,Online,Delivered,413590.6,150390.6
O0700,C007,P021,R02,2024-01-06,5,149,0.1,Wholesale,Delivered,670.5,310.5
O0217,C024,P002,R06,2024-01-07,4,119999,0.1,Wholesale,Delivered,431996.4,125996.4
O0155,C009,P035,R03,2024-01-10,5,1799,0.14,Wholesale,Pending,7735.7,3865.7
O0253,C009,P034,R03,2024-01-11,5,799,0.06,Direct Sales,Delivered,3755.3,1875.3
O0559,C011,P008,R03,2024-01-11,5,59999,0.07,Online,Cancelled,278995.35,83695.35
O0456,C016,P030,R02,2024-01-13,4,2199,0.1,Direct Sales,Returned,7916.4,3596.4
O0647,C005,P017,R01,2024-01-14,4,5999,0.02,Retail Store,Cancelled,23516.08,10972.08
O0252,C010,P029,R02,2024-01-15,2,2599,0.12,Wholesale,Cancelled,4574.24,2110.24
O0525,C032,P034,R10,2024-01-18,3,799,0.08,Online,Delivered,2205.24,1101.24
O1000,C031,P008,R09,2024-01-18,3,59999,0.1,Online,Cancelled,161997.3,48597.3
O0180,C021,P017,R05,2024-01-19,8,5999,0.06,Retail Store,Delivered,45112.48,21048.48
O0650,C035,P012,R03,2024-01-21,2,13999,0.06,Direct Sales,Cancelled,26318.12,11278.12
O0788,C010,P002,R02,2024-01-21,1,119999,0.07,Online,Delivered,111599.07,32549.07
O0358,C026,P025,R07,2024-01-22,1,7999,0.04,Direct Sales,Returned,7679.04,3359.04
O0661,C005,P015,R01,2024-01-23,1,6999,0.05,Direct Sales,Delivered,6649.05,3324.05
O0086,C004,P017,R03,2024-01-24,6,5999,0.1,Wholesale,Delivered,32394.6,15114.6
O0829,C021,P024,R05,2024-01-24,9,175,0.1,Online,Delivered,1417.5,688.5
O0369,C018,P010,R04,2024-01-25,6,65999,0.06,Retail Store,Delivered,372234.36,124074.36
O0791,C025,P015,R05,2024-01-25,8,6999,0.1,Online,Cancelled,50392.8,25192.8
O0666,C015,P031,R04,2024-01-26,10,699,0.13,Wholesale,Delivered,6081.3,3036.3
O0711,C029,P006,R08,2024-01-26,3,1499,0.12,Wholesale,Delivered,3957.36,1845.36
O0325,C027,P024,R07,2024-01-27,7,175,0.09,Direct Sales,Pending,1114.75,541.45
O0478,C035,P002,R03,2024-01-27,8,119999,0.12,Wholesale,Delivered,844792.96,246392.96
O0477,C006,P018,R01,2024-01-28,9,2499,0.05,Retail Store,Delivered,21366.45,11106.45
O0519,C027,P017,R07,2024-01-28,8,5999,0.07,Direct Sales,Delivered,44632.56,20824.56
O0208,C006,P033,R01,2024-01-29,1,2999,0.07,Direct Sales,Pending,2789.07,1394.07
O0364,C035,P022,R03,2024-01-29,2,110,0.07,Retail Store,Cancelled,204.6,93.0
O0882,C028,P029,R08,2024-01-29,7,2599,0.1,Wholesale,Cancelled,16373.7,7553.7
O0916,C015,P001,R04,2024-01-29,9,89999,0.05,Direct Sales,Delivered,769491.45,239391.45
O0017,C028,P005,R08,2024-01-30,8,24999,0.08,Direct Sales,Cancelled,183992.64,80952.64
O0062,C033,P008,R10,2024-01-30,7,59999,0.04,Retail Store,Delivered,403193.28,120953.28
O0752,C005,P035,R01,2024-02-01,8,1799,0.05,Retail Store,Cancelled,13672.4,6832.4
O0479,C033,P021,R10,2024-02-02,6,149,0.1,Wholesale,Cancelled,804.6,372.6
O0516,C005,P006,R01,2024-02-02,5,1499,0.07,Direct Sales,Cancelled,6970.35,3250.35
O0909,C004,P025,R03,2024-02-02,5,7999,0.15,Wholesale,Delivered,33995.75,14870.75
O0083,C032,P002,R10,2024-02-03,7,119999,0.13,Wholesale,Returned,730793.91,213143.91
O0037,C025,P001,R05,2024-02-04,8,89999,0.15,Wholesale,Delivered,611993.2,190393.2
O0643,C010,P024,R02,2024-02-06,10,175,0.07,Retail Store,Returned,1627.5,790.5
O0381,C025,P018,R05,2024-02-07,10,2499,0.1,Wholesale,Delivered,22491.0,11691.0
O0955,C028,P034,R08,2024-02-08,2,799,0.09,Direct Sales,Pending,1454.18,726.18
O0988,C006,P033,R01,2024-02-08,10,2999,0.05,Retail Store,Cancelled,28490.5,14240.5
O0298,C035,P025,R03,2024-02-09,3,7999,0.15,Wholesale,Delivered,20397.45,8922.45
O0474,C011,P028,R03,2024-02-09,7,1099,0.04,Direct Sales,Delivered,7385.28,3353.28
O0179,C022,P030,R05,2024-02-13,6,2199,0.08,Direct Sales,Pending,12138.48,5514.48
O0917,C022,P020,R05,2024-02-15,2,299,0.09,Online,Delivered,544.18,252.98
O0032,C007,P004,R02,2024-02-17,2,29999,0.14,Wholesale,Delivered,51598.28,20638.28
O0418,C005,P006,R01,2024-02-17,6,1499,0.13,Wholesale,Pending,7824.78,3648.78
O0520,C012,P018,R01,2024-02-17,7,2499,0.06,Retail Store,Delivered,16443.42,8547.42
O0041,C005,P016,R01,2024-02-18,10,2199,0.11,Online,Delivered,19571.1,9781.1
O0526,C020,P033,R02,2024-02-18,9,2999,0.07,Retail Store,Cancelled,25101.63,12546.63
O0613,C035,P035,R03,2024-02-18,4,1799,0.07,Online,Returned,6692.28,3344.28
O0102,C019,P015,R01,2024-02-19,10,6999,0.04,Retail Store,Delivered,67190.4,33590.4
O0870,C012,P020,R01,2024-02-20,10,299,0.09,Online,Pending,2720.9,1264.9
O0877,C021,P025,R05,2024-02-20,4,7999,0.07,Direct Sales,Returned,29756.28,13016.28
O0406,C033,P032,R10,2024-02-23,8,1599,0.06,Direct Sales,Pending,12024.48,6008.48
O0824,C031,P030,R09,2024-02-24,10,2199,0.04,Direct Sales,Delivered,21110.4,9590.4
